,Candidate,State,District,Office Type,Race Type,Race Primary Election Date,Primary Status,Primary Runoff Status,General Status,Primary %,Won Primary,Party Affiliation,Cand_Office,Cand_Office_St,Cand_Office_Dist,Cand_Party_Affiliation,Cand_Incumbent_Challenger_Open_Seat,Total_Receipt,Total_Disbursement,Cash_On_Hand_COP,Debt_Owed_By_Committee,Coverage_End_Date,Cand_Street_1,Cand_Street_2,Cand_City,Cand_State,Cand_Zip,Individual_Itemized_Contribution,Individual_Unitemized_Contribution,Individual_Contribution,Other_Committee_Contribution,Party_Committee_Contribution,Cand_Contribution,Total_Contribution,Transfer_From_Other_Auth_Committee,Cand_Loan,Other_Loan,Total_Loan,Offsets_To_Operating_Expenditure,Offsets_To_Fundraising,Offsets_To_Leagal_Accounting,Other_Receipts,Operating_Expenditure,Exempt_Legal_Accounting_Disbursement,Fundraising_Disbursement,Transfer_To_Other_Auth_Committee,Cand_Loan_Repayment,Other_Loan_Repayment,Total_Loan_Repayment,Individual_Refund,Party_Committee_Refund,Other_Committee_Refund,Total_Contribution_Refund,Other_Disbursements,Net_Contribution,Net_Operating_Expenditure,Cash_On_Hand_BOP,Debt_Owe_To_Committee,Coverage_Start_Date
900,MARK CALLAHAN,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,61.9,Yes,Rep,H,OR,5.0,REP,CHALLENGER,35313.09,35313.09,0.0,22800.0,12/31/2018,PO BOX 651,,OREGON CITY,OR,97045.0,17125.0,8878.99,26003.99,0.0,0.0,9005.0,35008.99,0.0,0.0,0.0,0.0,0.0,0,0,304.1,35313.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35008.99,35313.09,0.0,0.0,07/01/2017
901,JOEY NATIONS,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Lost,None,None,20.61,No,Rep,H,OR,5.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,1130 NEBRASKA CT. NE,,SALEM,OR,97301.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
902,ROBERT REYNOLDS,OR,U.S. House Oregon District 5,Representative,Regular,5/15/18,Lost,None,None,16.64,No,Rep,H,OR,5.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,PO BOX 2691,,OREGON CITY,OR,97045.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
903,JOHN JOYCE,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Advanced,None,On the Ballot,22.02,Yes,Rep,H,PA,13.0,REP,CHALLENGER,1522103.44,1461761.17,60342.27,296000.0,12/31/2018,198 STONEHEDGE ROAD,,HOLLIDAYSBURG,PA,16648.0,202103.0,16100.0,218203.0,391177.51,5990.0,0.0,615370.51,309.93,906423.0,0.0,906423.0,0.0,0,0,0.0,1415261.17,0.0,0.0,0.0,0.0,0.0,0.0,500.0,3500.0,2500.0,6500.0,40000.0,608870.51,1415261.17,0.0,0.0,01/01/2018
904,STEPHEN BLOOM,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,18.16,No,Rep,H,PA,13.0,REP,OPEN,349627.49,349627.49,0.0,0.0,06/30/2018,2100 LONGS GAP ROAD,,CARLISLE,PA,17013.0,293723.97,28760.48,322484.45,24742.0,0.0,0.0,347226.45,0.0,0.0,0.0,0.0,0.0,0,0,2401.04,331754.53,0.0,0.0,0.0,0.0,0.0,0.0,14800.0,0.0,3072.96,17872.96,0.0,329353.49,331754.53,0.0,0.0,07/01/2017
905,TRAVIS SCHOOLEY,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,4.51,No,Rep,H,PA,13.0,REP,CHALLENGER,23704.0,23320.0,406.0,0.0,12/31/2018,5398 ALTENWALD RD,,WAYNESBORO,PA,17268.0,17793.0,150.0,5407.0,0.0,0.0,5760.0,23704.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,23320.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10164.0,9469.0,29.0,0.0,01/01/2017
906,BENJAMIN HORNBERGER,PA,U.S. House Pennsylvania District 13,Representative,Regular,5/15/18,Lost,None,None,1.77,No,Rep,H,PA,9.0,REP,OPEN,475.9,573.57,-57.67,0.0,03/31/2018,304 N FAYETTE ST,APT 212,SHIPPENSBURG,PA,17257.0,0.0,390.0,390.0,0.0,0.0,85.0,475.0,0.0,0.0,0.0,0.0,0.0,0,0,0.9,496.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.05,475.0,496.52,0.0,0.0,10/05/2017
907,GUY RESCHENTHALER,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Advanced,None,On the Ballot,55.19,Yes,Rep,H,PA,14.0,REP,OPEN,1090673.35,1072888.04,17785.31,31726.45,12/31/2018,P.O. BOX 23177,,PITTSBURGH,PA,15222.0,390977.0,169465.77,560442.77,501490.0,5000.0,0.0,1066932.77,182.3,23000.0,0.0,23000.0,558.28,0,0,0.0,1040538.04,0.0,0.0,0.0,23000.0,0.0,23000.0,350.0,0.0,7900.0,8250.0,1100.0,1058682.77,1039979.76,0.0,0.0,10/01/2017
908,RICK SACCONE,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,44.81,No,Rep,S,PA,0.0,REP,CHALLENGER,51207.0,73263.0,0.0,0.0,01/10/2018,404 BOSTON HOLLOW ROAD,,ELIZABETH,PA,15037.0,31025.0,16592.0,47617.0,3500.0,90.0,0.0,51207.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,19564.0,0.0,0.0,41899.0,11000.0,0.0,11000.0,0.0,0.0,0.0,0.0,800.0,51207.0,19564.0,0.0,0.0,01/01/2017
909,RICK SACCONE,PA,U.S. House Pennsylvania District 14,Representative,Regular,5/15/18,Lost,None,None,44.81,No,Rep,H,PA,14.0,REP,OPEN,2040980.87,2011655.16,29325.71,0.0,12/31/2018,404 BOSTON HOLLOW ROAD,,ELIZABETH,PA,15037.0,811839.62,523910.48,1335750.1,452334.56,10100.0,0.0,1798184.66,169955.53,11000.0,0.0,11000.0,6404.24,0,0,55436.44,1967793.33,0.0,0.0,4850.96,11000.0,0.0,11000.0,20300.0,0.0,7710.87,28010.87,0.0,1770173.79,1961389.09,0.0,0.0,10/01/2017
910,DAVID TORRES,PA,U.S. House Pennsylvania District 2,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,PA,2.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,2455 N FAIRHILL ST,,PHILADELPHIA,PA,19133.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
911,BRYAN LEIB,PA,U.S. House Pennsylvania District 3,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,PA,3.0,DEM,CHALLENGER,18077.0,11021.05,2165.54,0.0,09/30/2018,,,PHILADELPHIA,,,12400.0,4977.0,17377.0,0.0,700.0,0.0,18077.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,11021.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18077.0,11021.05,0.0,0.0,04/01/2018
912,DAN DAVID,PA,U.S. House Pennsylvania District 4,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,PA,4.0,REP,OPEN,510412.7,508247.93,2164.77,268152.06,12/31/2018,120 KIMBERLY WAY,,HATFIELD,PA,19440.0,206288.39,17442.0,223730.39,17530.25,1000.0,0.0,242260.64,0.0,268152.06,0.0,268152.06,0.0,0,0,0.0,507147.93,0.0,0.0,0.0,0.0,0.0,0.0,300.0,0.0,0.0,300.0,800.0,241960.64,507147.93,0.0,0.0,11/27/2017
913,PEARL KIM,PA,U.S. House Pennsylvania District 5,Representative,Regular,5/15/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,PA,5.0,REP,CHALLENGER,521262.95,521262.95,0.0,0.0,12/31/2018,A301 SUMMIT DRIVE,,BRYN MAWR,PA,19010.0,261536.34,39593.42,301129.76,19783.25,200.0,0.0,321113.01,0.0,199999.94,0.0,199999.94,150.0,0,0,0.0,468612.83,0.0,0.0,0.0,43040.12,0.0,43040.12,570.0,0.0,0.0,570.0,9040.0,320543.01,468462.83,0.0,0.0,01/01/2018
914,MARTY NOTHSTEIN,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Advanced,None,On the Ballot,50.49,Yes,Rep,H,PA,7.0,REP,OPEN,985643.72,958873.74,26769.98,70000.0,12/31/2018,PO BOX 1,,OREFIELD,PA,18069.0,539094.19,72091.73,611185.92,223856.6,5000.0,300.0,840342.52,0.0,145000.0,0.0,145000.0,301.2,0,0,0.0,815838.74,0.0,0.0,1535.0,75000.0,0.0,75000.0,5400.0,0.0,500.0,5900.0,60600.0,834442.52,815537.54,0.0,0.0,10/01/2017
915,DEAN BROWNING,PA,U.S. House Pennsylvania District 7,Representative,Regular,5/15/18,Lost,None,None,49.51,No,Rep,H,PA,7.0,REP,OPEN,226600.0,226593.72,6.28,170000.0,12/31/2018,2432 W CONGRESS ST,,ALLENTOWN,PA,18104.0,56050.0,550.0,56600.0,0.0,0.0,0.0,56600.0,0.0,170000.0,0.0,170000.0,0.0,0,0,0.0,226593.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56600.0,226593.72,0.0,0.0,01/01/2018
916,JOHN CHRIN,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Advanced,None,On the Ballot,48.47,Yes,Rep,H,PA,8.0,REP,CHALLENGER,2989012.26,2985347.94,3664.32,483500.0,12/31/2018,P.O. BOX 310,7198 SKYTOP MEADOW DRIVE,SKYTOP,PA,18357.0,385440.4,21068.18,406508.58,175000.0,9997.16,1203682.32,1795188.06,182.3,1180000.0,0.0,1180000.0,9826.05,0,0,3815.85,2186147.94,0.0,0.0,0.0,696500.0,0.0,696500.0,2700.0,0.0,0.0,2700.0,100000.0,1792488.06,2176321.89,0.0,0.0,04/01/2017
917,ROBERT KUNIEGEL,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Lost,None,None,16.66,No,Rep,H,PA,8.0,REP,CHALLENGER,162861.81,162861.52,0.0,0.0,06/30/2018,1079 STATE ROUTE 502,,SPRING BROOK TWNSP,PA,18444.0,1180.0,100.0,1280.0,0.0,281.81,0.0,1561.81,0.0,161300.0,0.0,161300.0,0.0,0,0,0.0,162861.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1561.81,162861.52,41300.0,0.0,01/01/2017
918,JOE PETERS,PA,U.S. House Pennsylvania District 8,Representative,Regular,5/15/18,Lost,None,None,34.87,No,Rep,H,PA,8.0,REP,OPEN,83384.0,83384.0,0.0,0.0,05/31/2018,1415 PRICE STREET,,SCRANTON,PA,18504.0,39400.0,3784.0,43184.0,0.0,0.0,200.0,43384.0,0.0,40000.0,0.0,40000.0,0.0,0,0,0.0,83259.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,125.0,43384.0,83259.0,0.0,0.0,01/08/2018
919,SCOTT UEHLINGER,PA,U.S. House Pennsylvania District 9,Representative,Regular,5/15/18,Lost,None,None,23.1,No,Rep,H,PA,9.0,REP,OPEN,118199.0,118088.59,110.41,14500.0,12/31/2018,P.O. BOX NR 6,,TOPTON,PA,19562.0,85275.0,14924.0,100199.0,3000.0,0.0,0.0,103199.0,0.0,15000.0,0.0,15000.0,0.0,0,0,0.0,110288.59,0.0,0.0,0.0,500.0,0.0,500.0,7300.0,0.0,0.0,7300.0,0.0,95899.0,110288.59,0.0,0.0,10/20/2017
920,LOU BARLETTA,PA,U.S. Senate Pennsylvania,Senator,Regular,5/15/18,Advanced,None,On the Ballot,63.03,Yes,Rep,S,PA,0.0,REP,CHALLENGER,7407078.74,7760181.65,44356.35,0.0,12/31/2018,PO BOX 128,,HAZLETON,PA,18201.0,3630353.45,2589750.39,6220106.84,883623.79,2120.0,0.0,7105851.63,281757.79,0.0,0.0,0.0,17334.23,0,0,2131.09,7432456.45,0.0,0.0,88070.0,0.0,0.0,0.0,74365.2,2000.0,28500.0,104865.2,134790.0,7000986.43,7415118.22,397460.61,0.0,01/01/2017
921,FREDERICK WYSOCKI,RI,U.S. House Rhode Island District 1,Representative,Regular,9/12/18,Lost,None,None,21.6,No,Rep,H,RI,1.0,REP,CHALLENGER,6372.64,5720.33,652.31,2635.64,12/31/2018,503 MANVILLE ROAD UNIT #1,,WOONSOCKET,RI,2895.0,500.0,330.0,830.0,0.0,0.0,2907.0,3737.0,0.0,2635.64,0.0,2635.64,0.0,0,0,0.0,5720.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.0,5720.33,0.0,0.0,07/01/2018
922,PATRICK DONOVAN,RI,U.S. House Rhode Island District 1,Representative,Regular,9/12/18,Advanced,None,On the Ballot,78.4,Yes,Rep,H,RI,1.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,30 HARRISON AVE,,NEWPORT,RI,2840.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
923,SALVATORE CAIOZZO,RI,U.S. House Rhode Island District 2,Representative,Regular,9/12/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,RI,2.0,REP,CHALLENGER,4960.0,3525.33,1371.0,1000.0,09/30/2018,340A ROBIN HOLLOW RD,,WEST GREENWICH,RI,2817.0,1540.0,320.0,1860.0,0.0,0.0,0.0,1860.0,0.0,3100.0,0.0,3100.0,0.0,0,0,0.0,3525.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1860.0,3525.33,885.0,0.0,04/01/2018
924,LEE BRIGHT,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Advanced,Lost,None,24.95,No,Rep,H,SC,4.0,REP,OPEN,342037.73,339465.24,2572.49,510.0,12/31/2018,PO BOX 170583,,SPARTANBURG,SC,29301.0,322120.15,16521.28,338641.43,3000.0,0.0,0.0,341641.43,0.0,0.0,0.0,0.0,0.0,0,0,396.3,333445.24,0.0,0.0,0.0,0.0,0.0,0.0,6000.0,0.0,0.0,6000.0,20.0,335641.43,333445.24,0.0,0.0,01/01/2018
925,STEPHEN BROWN,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,7.57,No,Rep,H,SC,4.0,REP,OPEN,204799.35,204863.22,-63.87,133400.0,12/31/2018,101 WALNUT TRACE COURT,,SIMPSONVILLE,SC,29681.0,38750.0,1830.0,40580.0,0.0,0.0,0.0,40580.0,0.0,137000.0,0.0,137000.0,27219.35,0,0,0.0,201263.22,0.0,0.0,0.0,3600.0,0.0,3600.0,0.0,0.0,0.0,0.0,0.0,40580.0,174043.87,0.0,0.0,01/01/2018
926,MARK BURNS,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.48,No,Rep,H,SC,4.0,REP,OPEN,136405.05,136405.05,0.0,0.0,06/30/2018,P.O. BOX 805,,GREENVILLE,SC,29602.0,122077.0,8328.05,130405.05,6000.0,0.0,0.0,136405.05,0.0,0.0,0.0,0.0,0.0,0,0,0.0,122905.05,0.0,0.0,0.0,0.0,0.0,0.0,13500.0,0.0,0.0,13500.0,0.0,122905.05,122905.05,0.0,0.0,01/01/2018
927,BARRY BELL,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.3,No,Rep,H,SC,4.0,REP,OPEN,5620.41,4274.41,1307.39,1300.0,06/12/2018,16149 ASHVEILLE HWY,,CAMPOBELLO,SC,29322.0,1500.0,1120.41,2620.41,0.0,0.0,0.0,2620.41,0.0,3000.0,0.0,3000.0,0.0,0,0,0.0,4274.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2620.41,4274.41,0.0,0.0,01/01/2018
928,JAMES EPLEY,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,8.03,No,Rep,H,SC,4.0,REP,OPEN,107564.9,107496.61,68.29,70480.0,09/30/2018,538 ABNER CREEK RD,,GREER,SC,29651.0,30300.0,1135.0,31435.0,0.0,0.0,5649.9,37084.9,0.0,70480.0,0.0,70480.0,0.0,0,0,0.0,107496.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37084.9,107496.61,0.0,0.0,03/01/2018
929,CLAUDE SCHMID,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,2.11,No,Rep,H,SC,4.0,REP,OPEN,43084.98,45452.72,-4159.82,0.0,08/17/2018,300 NAZARETH CHURCH RD,,MOORE,SC,29369.0,10650.0,734.98,11384.98,0.0,0.0,0.0,11384.98,0.0,31700.0,0.0,31700.0,0.0,0,0,0.0,45452.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11384.98,45452.72,0.0,0.0,03/01/2018
930,DAN ALBERT,SC,U.S. House South Carolina District 4,Representative,Regular,6/12/18,Lost,None,None,0.76,No,Rep,H,SC,4.0,REP,OPEN,0.0,0.0,0.0,0.0,,5000 OLD BUNCOMBE RD,SUITE 27 212,GREENVILLE,SC,29617.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
931,GERHARD GRESSMANN,SC,U.S. House South Carolina District 6,Representative,Regular,6/12/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,SC,6.0,REP,CHALLENGER,8829.28,1666.28,7296.99,6304.28,12/31/2018,716 3RD STREET E,,ESTILL,SC,29918.0,1025.0,600.0,1625.0,0.0,1300.0,0.0,2925.0,0.0,5504.28,0.0,5504.28,0.0,0,0,400.0,1591.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.99,2925.0,1591.29,313.18,0.0,01/01/2018
932,DUSTY JOHNSON,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Advanced,None,On the Ballot,46.81,Yes,Rep,H,SD,0.0,REP,OPEN,1668537.77,1715846.62,55992.53,0.0,12/31/2018,501 GREENRIDGE LANE,,MITCHELL,SD,57301.0,1144037.04,143412.89,1287449.93,333415.79,3250.0,41757.35,1665873.07,0.0,0.0,0.0,0.0,2305.12,0,0,359.58,1713322.62,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0.0,0.0,2200.0,324.0,1663673.07,1711017.5,103301.38,0.0,01/01/2017
933,NEAL TAPIO,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,23.87,No,Rep,H,SD,0.0,REP,OPEN,182010.0,182010.0,0.0,0.0,07/13/2018,1227 33RD ST NW,,WATERTOWN,SD,57201.0,17900.0,4085.0,21985.0,0.0,0.0,0.0,21985.0,0.0,155025.0,0.0,155025.0,5000.0,0,0,0.0,167110.32,0.0,0.0,0.0,14649.68,0.0,14649.68,250.0,0.0,0.0,250.0,0.0,21735.0,162110.32,0.0,0.0,01/01/2018
934,SHANTEL KREBS,SD,U.S. House South Dakota At-large District,Representative,Regular,6/5/18,Lost,None,None,29.34,No,Rep,H,SD,0.0,REP,OPEN,685166.15,646445.88,26675.27,0.0,12/31/2018,PO BOX 286,,SIOUX FALLS,SD,57101.0,589817.79,60520.0,650337.79,32850.0,0.0,1686.69,684874.48,0.0,0.0,0.0,0.0,0.0,0,0,291.67,608070.88,0.0,0.0,0.0,0.0,0.0,0.0,34375.0,0.0,0.0,34375.0,4000.0,650499.48,608070.88,0.0,0.0,01/01/2017
935,JASON EMERT,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,2.3,No,Rep,H,TN,2.0,REP,OPEN,487156.68,487156.68,0.0,252780.0,12/31/2018,P.O. BOX 544,,LOUISVILLE,TN,37777.0,85750.0,7925.44,93675.44,5250.0,0.0,65334.88,164260.32,0.0,322000.0,0.0,322000.0,896.36,0,0,0.0,478802.02,0.0,0.0,0.0,0.0,0.0,0.0,7410.0,0.0,0.0,7410.0,944.66,156850.32,477905.66,0.0,0.0,11/01/2017
936,TIM BURCHETT,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Advanced,None,On the Ballot,48.2,Yes,Rep,H,TN,2.0,REP,OPEN,1094057.68,958168.08,135889.6,0.0,12/31/2018,PO BOX 51345,,KNOXVILLE,TN,379501345.0,958480.15,25337.28,983817.43,108825.0,0.0,0.0,1092642.43,0.0,0.0,0.0,0.0,1415.25,0,0,0.0,946289.08,0.0,0.0,0.0,0.0,0.0,0.0,11879.0,0.0,0.0,11879.0,0.0,1080763.43,944873.83,0.0,0.0,07/01/2017
937,VITO SAGLIANO,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.8,No,Rep,H,TN,2.0,REP,OPEN,12342.35,12010.27,637.08,0.0,08/14/2018,704 HOWELL RD,,MASCOT,TN,37806.0,1608.75,1486.0,3094.75,0.0,0.0,9247.6,12342.35,0.0,0.0,0.0,0.0,0.0,0,0,0.0,5319.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6690.94,12342.35,5319.33,305.0,0.0,07/01/2017
938,HANK HAMBLIN,TN,U.S. House Tennessee District 2,Representative,Regular,8/2/18,Lost,None,None,0.9,No,Rep,H,TN,2.0,REP,OPEN,10945.94,13568.86,-2622.25,6250.0,07/13/2018,428 OAK RUN LN,,LAFOLLETTE,TN,37766.0,3507.12,1188.82,4695.94,0.0,0.0,0.0,4695.94,0.0,6250.0,0.0,6250.0,0.0,0,0,0.0,13568.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4695.94,13568.86,0.67,0.0,02/17/2018
939,GLEN DEAN,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Lost,None,None,44.1,No,Rep,H,TN,5.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,,557 MOUNT PLEASANT ROAD,,KINGSTON SPRINGS,TN,37082.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
940,JODY BALL,TN,U.S. House Tennessee District 5,Representative,Regular,8/2/18,Advanced,None,On the Ballot,55.9,Yes,Rep,H,TN,5.0,REP,CHALLENGER,0.0,0.0,0.0,0.0,07/15/2018,2308 DONNA HILL COURT,,NASHVILLE,TN,37214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,04/15/2018
941,JUDD MATHENY,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,15.9,No,Rep,H,TN,6.0,REP,OPEN,276131.91,276131.91,0.0,0.0,12/31/2018,PO BOX 1446,,TULLAHOMA,TN,37388.0,221185.7,35890.39,257076.09,19000.0,0.0,0.0,276076.09,0.0,0.0,0.0,0.0,55.82,0,0,0.0,274946.5,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1085.41,275976.09,274890.68,0.0,0.0,07/01/2017
942,CHRISTOPHER MONDAY,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,2.8,No,Rep,H,TN,6.0,REP,OPEN,0.0,0.0,0.0,0.0,,1016 MELROSE DR,,COOKEVILLE,TN,38501.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
943,LAVERN VIVIO,TN,U.S. House Tennessee District 6,Representative,Regular,8/2/18,Lost,None,None,8.8,No,Rep,H,TN,6.0,REP,OPEN,28214.83,28239.53,-14117.43,0.0,09/30/2018,2796 LAWRENCE LANE,,SPRINGFIELD,TN,37172.0,22348.5,5866.33,28214.83,0.0,0.0,0.0,28214.83,0.0,0.0,0.0,0.0,0.0,0,0,0.0,26019.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2220.0,28214.83,26019.53,0.0,0.0,04/01/2018
944,CHARLOTTE BERGMANN,TN,U.S. House Tennessee District 9,Representative,Regular,8/2/18,Advanced,None,On the Ballot,100.0,Yes,Rep,H,TN,9.0,REP,CHALLENGER,74193.31,72217.79,1975.52,1651.56,12/31/2018,3800 SKIPPING STONE TRACE #308,,MEMPHIS,TN,38125.0,50259.2,21282.55,71541.75,1000.0,0.0,0.0,72541.75,0.0,1651.56,0.0,1651.56,0.0,0,0,0.0,72217.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72541.75,72217.79,0.0,0.0,01/01/2018
945,AARON PETTIGREW,TN,U.S. Senate Tennessee,Senator,Regular,8/2/18,Lost,None,None,15.5,No,Rep,S,TN,0.0,REP,OPEN,0.0,0.0,0.0,0.0,,7414 APPOMATTOX DR,,MURFREESBORO,TN,37130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
946,RICK SEEBERGER,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Advanced,None,On the Ballot,69.35,Yes,Rep,H,TX,16.0,REC,OPEN,50106.01,49210.07,829.99,13658.53,12/31/2018,6767 GATO ROAD,,EL PASO,TX,79932.0,21200.22,8896.57,30096.79,0.0,0.0,5145.74,35242.53,0.0,13658.53,0.0,13658.53,0.0,0,0,1204.95,49120.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.62,35242.53,49120.45,0.0,0.0,10/01/2017
947,ALIA GARCIA-URESTE,TX,U.S. House Texas District 16,Representative,Regular,3/6/18,Lost,None,None,30.65,No,Rep,H,TX,16.0,REP,OPEN,165.0,0.45,164.55,0.0,12/31/2017,PO BOX 12762,,EL PASO,TX,79913.0,0.0,160.0,160.0,0.0,0.0,5.0,165.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.0,0.45,0.0,0.0,10/01/2017
